Postcode,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Count salary and wages,Average salary and wages,Median salary and wages,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Count total business income,Average total business income,Median total business income,Count  total business expenses,Average total business expenses,Median total business expenses,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
4516,2372,48613,40568,1930,51047,44334,404,-2993,-2896,2372,51517,43015,2372,2645,726,200,73822,38852,196,53832,18450,1764,12980,8848,2722,91098,44561
4517,411,51643,41903,326,55353,46937,68,-2300,-1662,411,54193,43473,411,2378,664,35,92031,32400,34,78106,19384,303,14124,9582,476,88480,41975
4518,2764,46844,37800,2079,51404,43415,492,-2004,-2158,2764,49516,40022,2764,2535,672,249,69664,31100,241,53537,18489,1956,12898,8097,3182,100246,43709
4519,4322,59622,37006,3305,48896,41543,558,-3081,-2327,4322,62133,38842,4322,2340,576,389,53050,27155,385,38733,15394,3001,22574,8114,5018,86295,34712
4520,8021,73133,49356,5898,72305,55368,1675,-3671,-2630,8021,76892,52088,8021,3522,687,790,81066,28062,788,53883,13263,5993,26382,14274,8967,188580,85481
4521,2718,58242,45625,2063,60096,50836,458,-3369,-2670,2718,61101,48043,2718,2704,644,280,78216,23193,282,61703,13201,2021,17758,11487,3057,159374,72173
4550,2339,45423,37236,1826,48619,41642,306,-2523,-1222,2339,47627,39547,2339,2193,614,216,62160,30687,217,44573,14467,1687,11759,7601,2792,88183,35855
4551,29837,49833,38057,21475,51985,43226,4662,-2409,-1847,29837,52548,40145,29837,2598,652,2626,73342,27998,2539,54195,13507,21033,14525,8262,33894,127272,46694
4552,4938,43547,30904,2891,47252,36500,938,668,469,4938,46248,32710,4938,2336,407,760,71675,22930,741,59648,13443,3006,13947,6604,5611,177424,51217
4553,3374,50612,39313,2518,52517,42796,545,-1768,-1979,3374,53238,41224,3374,2520,621,337,58900,31118,335,37617,16876,2473,14159,8839,3909,98197,41583
4554,1157,52554,38175,823,53376,42952,209,-2452,-1539,1157,55578,41056,1157,2831,727,134,49317,21112,134,33826,11672,827,15655,8459,1333,104162,39685
4555,3997,49047,38594,2937,51293,43189,603,-1311,-1408,3997,51804,40953,3997,2468,649,425,66255,26397,433,44083,12777,2854,13937,8353,4563,113139,48144
4556,24777,53776,38801,17956,54088,42750,3824,-2796,-2237,24777,56707,41057,24777,2803,657,2293,86751,26612,2252,56754,13003,17575,16821,8935,27142,136857,46191
4557,11370,51074,39658,8741,52221,43323,1841,-2814,-2397,11370,54004,41962,11370,2784,738,1083,65925,27800,1037,46777,14315,8386,14428,8248,12833,114921,35689
4558,11775,47374,37001,8645,47022,40615,1841,-1420,-1499,11775,49947,39117,11775,2493,582,1126,76304,27500,1087,55807,13164,8334,13381,7314,13651,110984,32661
4559,3570,49308,38446,2610,50528,41934,597,-1421,-1533,3570,52119,40259,3570,2607,633,362,61916,26132,347,44181,12629,2540,14115,8590,4030,106527,45762
4560,16680,46158,37266,12378,48487,41923,2307,-1691,-1499,16680,48480,39074,16680,2227,591,1680,60630,25380,1657,41799,12358,11745,12548,7639,19275,109942,41167
4561,4267,47953,37613,3045,49921,41310,771,-1864,-1237,4267,50767,39498,4267,2441,582,543,66367,25317,542,49830,13552,3044,13456,7771,4896,109803,41747
4562,4765,47738,35106,3130,50002,39000,849,-1151,-950,4765,50338,36942,4765,2340,446,671,68156,28912,658,49568,15629,3239,14374,7957,5411,132946,43439
4563,4835,48261,35582,3280,48837,39019,800,464,-862,4835,50789,37221,4835,2400,475,557,60929,29440,559,42070,16050,3258,14853,7616,5444,142919,45470
4564,6435,48225,38205,4762,49969,41836,1013,-2185,-1618,6435,50831,40095,6435,2556,625,607,63473,26199,592,43833,12078,4656,13300,7879,7423,119262,41353
4565,7847,44179,34730,5418,46018,38428,1093,-526,-638,7847,46487,36329,7847,2195,474,906,77195,27224,883,58311,12516,5401,11992,6543,9052,119721,39173
4566,5290,51627,35278,3163,50362,39116,989,-47,-979,5290,54855,37180,5290,2963,453,577,97372,30406,565,72767,13799,3464,17634,8450,5813,210627,51963
4567,7735,53743,35513,4888,50123,37000,1474,-874,-590,7735,57597,37468,7735,3568,482,947,85575,30276,911,59599,13562,5273,18221,7821,8822,194840,37251
4568,2059,45843,35565,1460,49640,42158,309,-163,-882,2059,48170,37253,2059,2186,510,266,55996,24071,263,42440,13853,1438,12487,7448,2372,100771,45550
4569,856,42689,33868,625,48305,39380,101,-2072,-810,856,44647,35850,856,1848,540,126,39600,25994,126,27346,11057,587,11500,6434,1019,82605,31151
4570,19953,42438,34658,14787,46752,40029,2941,-1236,-930,19953,44711,36410,19953,1991,468,2000,64145,25000,2004,52833,16914,13489,11429,7025,23663,94474,35786
4571,404,39268,29063,253,45984,38467,79,159,426,404,41647,31861,404,1958,318,59,28471,22552,58,22345,13236,245,12060,6401,480,113805,39405
4572,2504,58568,40228,1807,53041,43094,473,-2221,-1229,2504,61917,43215,2504,3249,728,243,96383,24061,230,71613,13434,1837,17738,9081,2865,148397,37816
4573,14694,52358,39007,10585,53661,43106,2446,-2514,-1879,14694,55236,40934,14694,2720,656,1810,60997,29130,1761,40672,13597,10535,15773,8705,16558,122551,43730
4574,668,41908,33528,437,47527,40585,104,-254,35,668,44852,35835,668,2352,462,92,88081,24674,88,76405,18804,430,12501,7873,785,101599,37623
4575,14350,56124,40296,10517,54661,43752,2492,-2600,-2129,14350,59327,42848,14350,3005,700,1284,81477,28814,1261,54507,12798,10615,16913,8917,16108,136303,43726
4580,1760,37918,27344,1072,43080,33002,279,-705,-175,1760,39800,28419,1760,1821,299,151,64453,30979,142,51367,20669,984,11640,5946,2256,108465,40240
4581,702,37791,30080,472,41117,32762,118,-1097,-167,702,40059,31240,702,2119,300,73,82474,35153,73,64850,17098,422,10650,6013,871,138399,39791
4600,379,40143,29638,260,48248,43712,50,-2166,-562,379,43754,31084,379,2062,440,58,43499,21387,57,38115,15848,227,12841,8021,456,88780,40487
4601,574,28286,24446,358,42075,36737,69,409,-445,574,32533,27310,574,2475,214,83,84128,46686,86,78615,46972,304,8909,5750,698,75409,25639
4605,1833,36538,32221,1367,42802,39109,229,-83,-132,1833,39123,34131,1833,1774,419,167,63077,23354,169,58981,24456,1204,8905,6018,2307,81068,31019
4606,1149,38883,34944,829,46593,41690,118,-1806,-366,1149,41387,36683,1149,2092,502,121,68898,37200,122,61737,32336,773,9676,6600,1288,77883,40153
4608,426,39498,34174,300,46070,40282,74,-1450,-656,426,42401,35793,426,2406,425,77,48815,24332,77,42175,24690,275,10705,7895,445,102337,39972
4610,7288,45289,37310,5705,51380,43186,1083,-2092,-1745,7288,47705,39274,7288,2006,558,652,69449,24454,649,63861,23497,5111,12531,7842,8374,100418,41010
4611,68,27106,19492,37,43225,38703,6,-1839,302,68,31607,21450,68,2107,150,11,71279,24576,10,79608,42737,28,9420,5239,68,67448,35077
4612,160,28980,22204,88,48630,36510,21,1360,3241,160,31920,23987,160,1427,305,26,52298,38161,26,65994,44157,80,10457,5287,156,102309,37336
4613,322,31005,25209,205,41145,35749,34,-538,770,322,35678,26182,322,1492,255,50,74351,42421,52,75423,43688,175,9201,5544,383,67896,26909
4614,461,39567,32645,313,49582,42441,77,271,-334,461,42090,33820,461,2056,442,59,65748,29181,58,62821,30748,288,11046,6865,573,71767,30368
4615,2899,40263,32537,2122,47856,40268,370,-844,-833,2899,42382,34256,2899,1752,455,307,75504,29731,315,71033,27332,1865,11116,6978,3508,85595,32799
4620,210,34641,26266,111,44488,36974,30,197,-246,210,37960,29445,210,2444,242,38,31218,23001,35,23148,12348,120,10059,5975,224,86074,34676
4621,779,34672,27893,487,47822,40385,110,0,-624,779,36834,29445,779,1387,283,135,61863,19895,135,56185,30672,420,11971,7208,868,86437,39422
4625,1707,34991,27648,1344,35693,27770,189,-491,-229,1707,37047,29399,1707,1626,300,171,116428,33663,172,104222,26772,1022,9569,5476,2074,76305,22957
4626,1285,31000,27491,933,35267,30514,132,195,-584,1285,34227,29289,1285,1705,290,146,78204,25020,148,71057,18257,741,8770,5657,1685,81384,15475
4627,372,37989,31874,215,46809,39800,35,-1332,-1489,372,42700,36002,372,1851,212,79,90636,44700,77,82458,29562,236,10831,6162,433,79246,35648
4630,1329,36627,28868,822,47575,38184,139,-2132,-736,1329,39593,31509,1329,1785,273,237,71432,28500,239,67364,31078,779,11237,6740,1349,95008,39055
4650,14852,44194,37243,11410,47776,42430,2049,-1464,-927,14852,46045,38780,14852,1740,450,1139,62394,25193,1149,47870,14765,10390,11551,7871,18057,103910,46168
4655,26770,44763,35384,19666,47604,40095,3916,-1705,-1416,26770,46976,37090,26770,2134,514,2102,83744,29667,2074,63760,15674,18316,12246,7043,31851,103588,40213
4659,1831,40797,32484,1190,47813,39252,295,-918,-789,1831,42909,33572,1831,1959,390,148,43667,23763,146,32216,16258,1134,11415,6452,2311,114778,47567
4660,3527,39561,29231,2409,44018,35574,484,-503,-758,3527,41493,30667,3527,1732,319,299,84086,26820,305,69023,20920,2071,12183,7067,4236,101936,33405
4662,293,39044,35536,209,43004,40544,35,-222,0,293,41224,36827,293,2180,478,25,37006,18556,28,20572,10645,189,9149,6420,375,72575,27247
4670,39372,45929,37118,30798,47693,40754,5367,-1556,-1405,39372,48100,38753,39372,2039,467,2621,108026,30131,2602,87458,17768,27508,12791,7757,46835,100682,38153
4671,2660,38575,28375,1835,47495,37452,322,-895,-1104,2660,40807,30340,2660,1709,330,291,65845,24677,298,62920,25994,1552,12164,6852,3222,79163,29709
4673,361,35950,28839,260,39796,35486,45,1425,463,361,38240,29810,361,1526,311,37,88474,27119,39,71476,22857,208,10266,6278,409,74513,39263
4674,621,44773,29466,409,52680,40040,116,594,-1586,621,47217,32349,621,2072,366,95,49598,26925,96,42386,16286,374,15816,7331,777,88838,34361
4676,101,36420,22991,54,44642,37432,15,-2629,-167,101,41030,33026,101,3274,300,18,123231,62454,21,82793,47275,50,12870,11317,120,104315,32779
4677,1887,52723,35532,1333,61243,43560,343,-4502,-3487,1887,55448,36997,1887,2080,486,233,75484,26183,223,62817,18433,1288,16981,9256,2278,97202,39994
4678,492,58702,41987,353,70394,64452,67,-3666,-1890,492,61545,45091,492,2429,658,51,63310,32295,57,49048,24999,347,19480,14531,574,137294,63433
4680,32535,81976,62495,28866,84962,70480,6053,-7267,-5191,32535,84843,65444,32535,2749,1153,1507,95789,25150,1547,76319,15362,26381,27653,19126,38697,107732,48246
4694,167,64191,48814,131,66821,61394,28,-5848,-4319,167,67329,53126,167,1640,688,14,139575,27322,14,125308,14637,124,22159,13976,221,105889,49871
4695,582,65425,53202,483,78123,72200,97,-4780,-3342,582,68101,54480,582,2249,916,61,49465,25122,60,50428,27132,437,22222,16732,735,97232,54039
4699,225,48176,43167,153,63429,58961,42,-2140,-1144,225,50772,45016,225,2013,473,42,107341,36786,44,70612,36518,159,15495,12192,270,124613,53306
4700,9026,60244,46368,7534,58077,49545,1416,-3437,-2418,9026,62901,48380,9026,2407,730,646,127315,33968,644,79839,21399,7045,18101,10849,11512,114939,41403
4701,23180,55369,46788,20187,56554,50002,2815,-3319,-2643,23180,57434,48807,23180,1993,683,1213,100499,29986,1204,77329,16034,18361,14977,10437,27757,104052,43763
4702,14974,54430,43970,12055,59376,49634,1986,-2600,-2180,14974,57882,46572,14974,2255,679,1469,104035,29632,1481,93645,26519,11149,16363,10973,17209,99778,45416
4703,12253,59675,44933,9712,61686,50075,2124,-3131,-2626,12253,62421,47271,12253,2495,703,922,88895,30004,933,65690,16697,9223,18381,11691,14256,141594,55741
4705,249,42956,32782,131,43974,35038,39,-1081,-1856,249,51486,35731,249,2696,275,56,123269,48350,60,97392,33676,157,20188,7790,243,99606,43249
4707,135,46018,38699,95,56934,51984,15,-6821,-4459,135,49179,40666,135,2408,687,21,167074,85413,21,151181,83015,84,15700,12319,158,81235,32461
4709,538,101954,88488,500,116150,110543,217,-10979,-8678,538,105427,94224,538,3448,2308,25,48536,16845,26,48558,12258,439,37746,37322,655,114330,65932
4710,2301,55193,41510,1833,58380,47233,375,-4042,-2211,2301,58565,44121,2301,2392,620,161,69243,24287,160,50840,13800,1698,16538,10818,2744,123200,50310
4711,1007,64000,50968,859,64455,54087,185,-3256,-2867,1007,66467,53236,1007,2257,727,62,133627,67682,66,96948,27762,789,19803,13352,1115,152775,86256
4712,235,56967,43426,159,57409,48336,42,-4909,-2424,235,101501,48336,235,3084,456,52,247288,44588,52,204346,31424,167,17419,11291,247,115317,41149
4713,200,40787,35044,190,37887,33802,3,-10577,-6569,200,41752,35692,200,929,368,1,146493,146493,1,46522,46522,148,8540,7294,408,26410,4733
4714,1063,49428,40374,901,52010,44182,113,-2436,-2449,1063,51186,42204,1063,1694,600,66,61454,23670,67,56445,20824,782,13341,8866,1549,70065,27838
4715,4264,61936,48141,3558,68822,53978,776,-5539,-3675,4264,64637,50592,4264,2351,799,355,88225,33857,359,80356,34410,3268,19246,12637,4888,117545,45560
4716,502,52136,41228,349,66200,54840,61,-1374,-187,502,56425,44546,502,2082,476,82,84488,33576,79,92967,52248,338,17178,12633,532,114430,49507
4717,2544,84807,73346,2352,89526,82506,678,-9001,-5927,2544,87918,77296,2544,2850,1360,113,61188,25600,117,62392,28291,2112,27539,24135,3190,98964,50620
4718,1319,60592,46922,1051,68807,54270,242,-5943,-3399,1319,64936,51661,1319,3139,908,134,96888,32727,135,83477,24918,976,19405,13335,1511,114996,49232
4719,624,42828,36180,430,52402,42368,94,-3162,-2135,624,49243,40000,624,2856,460,97,116623,33244,99,116365,39719,413,13804,8464,683,98714,40102
4720,8746,67804,51334,7656,69428,55444,1845,-7465,-5111,8746,71497,54438,8746,2731,997,648,80995,22984,652,68410,17344,6894,21610,13888,10780,93478,38380
4721,2050,61270,47680,1502,64452,52458,423,-4992,-3961,2050,67239,51936,2050,2783,721,236,76239,24408,247,63700,18205,1532,20018,12974,2346,117318,50660
4722,1109,53246,41294,756,59484,46800,197,-3718,-2989,1109,58426,45979,1109,2939,572,162,87497,32088,165,72515,20893,791,17236,10200,1175,120935,50131
4723,870,59316,46904,617,64033,53750,132,-4565,-4348,870,64207,51824,870,2638,590,107,105816,31400,107,92725,23677,633,19172,13722,949,96566,43683
4724,417,40273,37943,252,46019,41796,55,-8534,-641,417,49584,44147,417,2088,330,81,96074,45198,79,81408,34067,277,12559,8582,426,88131,39745
4725,880,48277,41866,683,52259,48096,140,-2649,-2532,880,51593,45495,880,2420,548,102,133517,42141,101,116161,28346,638,14130,9977,996,105851,50110
4726,226,28632,31606,136,44638,44492,25,46,-963,226,33533,38758,226,1702,296,47,105626,43016,49,81631,25342,143,8781,8069,231,109692,43177
4727,176,32615,31394,113,46748,44883,27,-2326,-2307,176,36583,34038,176,2228,514,32,85637,21390,31,86222,36416,114,9899,8755,190,79909,36387
4728,115,51744,35099,67,35537,31688,6,2001,2906,115,57320,39894,115,2836,368,21,226930,58972,20,167651,36477,79,15854,8634,132,133855,31628
4730,2086,46670,40174,1649,49576,44658,381,-3074,-2384,2086,51389,42824,2086,2608,618,250,115474,40478,244,105309,21168,1520,13466,9248,2448,101191,39583
4731,104,36723,30799,64,47466,43998,9,-762,-1945,104,39590,34360,104,1981,274,21,80619,66488,21,62174,43009,64,10904,8102,113,80736,25518
4735,719,39056,37826,465,46182,43852,85,-2201,-1817,719,43914,41651,719,2789,495,106,117326,36204,110,105575,20171,502,11323,8087,800,113221,43721
4737,4682,60088,46942,3816,66342,53791,853,-6941,-4110,4682,65578,49401,4682,2369,794,282,65906,23443,288,54368,18386,3535,18336,12905,5571,119723,55775
4738,629,53087,41783,428,63286,50438,94,-4828,-1760,629,56147,45814,629,2356,583,73,49522,27479,76,49898,31902,438,17226,12411,714,133630,60393
4739,185,52888,40908,116,58574,49941,31,-5229,-1650,185,56101,43413,185,2322,433,23,88031,55964,24,68376,45260,129,16154,11808,196,77756,49857
4740,48330,63825,50138,41405,65454,53783,7836,-5932,-4456,48330,66384,52324,48330,2504,862,2615,75692,24000,2584,57042,12760,38175,19074,12706,57020,113808,46188
4741,3931,60279,45969,3003,65346,52979,703,-3700,-2673,3931,63185,48395,3931,2500,673,307,89642,30325,313,82019,26611,2930,19100,12482,4548,132182,61349
4742,578,56530,46362,429,62229,51104,97,-5171,-2563,578,61378,50028,578,3020,740,92,87663,24816,97,70662,18610,430,17172,11844,645,121015,51608
4743,363,84224,74288,340,90323,80598,119,-9029,-6663,363,86732,78863,363,2497,1197,8,42928,24002,9,18914,14513,295,28365,29613,507,90901,55422
4744,4731,91998,77455,4391,95311,85798,1536,-9858,-7283,4731,95145,80692,4731,3113,1635,234,67513,16688,239,60171,10029,3923,31168,26528,5628,112511,60276
4745,1313,84835,72588,1198,90012,80750,353,-10112,-6376,1313,88204,76323,1313,3104,1695,65,109633,25000,66,91664,18256,1083,28292,24642,1673,112147,54546
4746,1013,91967,79021,902,101243,101242,323,-8271,-6189,1013,95899,84503,1013,3236,1767,71,63679,23564,68,62947,15228,815,32867,32018,1184,113549,62943
4750,2941,65478,51271,2574,68417,56000,519,-6508,-4113,2941,68183,53782,2941,2616,928,154,63315,22058,153,42720,13945,2392,19176,12893,3451,109144,50095
4751,2781,63607,51322,2377,67445,56054,422,-4530,-3252,2781,66359,54125,2781,2593,863,132,79755,17306,133,69222,13265,2223,18902,12998,3106,116556,58568
4753,2355,67781,54172,2067,71451,59319,383,-6440,-5267,2355,70565,56781,2355,2718,983,116,64472,18594,121,55051,12381,1894,20425,14650,2661,102842,58001
4754,1276,60988,48074,1058,65350,52295,166,-5299,-3994,1276,63539,50580,1276,2394,734,85,50265,22368,87,35207,12874,994,17942,12733,1439,100590,50826
4756,372,46450,36644,271,53425,40110,45,-2572,0,372,48930,38286,372,2355,482,31,50612,29770,30,58794,28462,255,13652,8768,441,82387,39788
4757,164,50695,37750,122,60903,45632,32,-2573,-2243,164,53173,40347,164,1561,449,27,81069,39396,32,62512,26117,110,16972,9938,200,109677,43101
4798,497,53349,39019,337,59701,46248,89,-2024,78,497,55923,40560,497,2400,690,47,93971,35725,48,76205,23384,340,17339,10906,540,123488,67724
4799,559,49252,35608,405,58464,43699,85,-2923,-3664,559,52191,37232,559,2010,538,45,97874,24559,48,92406,13962,353,16595,9704,627,103164,45151
4800,5005,51421,40564,3836,54765,44661,796,-3789,-2812,5005,54439,43296,5005,2714,740,464,74551,27759,451,63046,16098,3656,14737,9058,5809,113611,49333
4801,232,33498,31824,226,34537,32518,14,-6282,-2122,232,34889,33159,232,1153,328,1,1909,1909,1,177,177,167,6243,4513,337,18873,5691
4802,6762,51470,39666,5434,51879,42201,1171,-4105,-3415,6762,54019,41811,6762,2476,766,753,69657,29520,724,54038,13372,5137,14153,7595,8369,79494,29160
4803,930,42695,40116,885,42091,40302,119,-3798,-3525,930,44341,41316,930,1629,610,36,70089,26188,33,45271,3817,744,9220,6156,1177,49248,11662
4804,939,56937,45446,766,63080,50518,146,-6555,-5750,939,59865,47670,939,2421,843,76,134783,31558,73,133810,17429,690,18263,12494,1201,115521,49413
4805,6459,48628,35035,5401,48862,37205,816,-3595,-2536,6459,51037,36663,6459,2165,467,378,93182,31352,365,81065,22231,4332,15276,8211,8028,95667,29031
4806,2217,48366,41508,1657,47445,41743,321,-815,-1304,2217,50973,44105,2217,2393,601,121,99214,35376,126,83949,21314,1668,12191,9108,2577,110113,46092
4807,6763,49413,39749,5332,47791,41316,854,-1820,-1606,6763,51730,41613,6763,2105,611,437,138206,42632,426,123412,24322,4953,14138,8972,7800,105574,41875
4808,636,48008,42628,492,51041,45172,103,-2038,-1064,636,50368,45528,636,2268,634,42,148087,25328,39,141330,14242,480,12518,9006,738,122846,50623
4809,528,45639,40412,394,51973,44815,69,1628,86,528,49113,44078,528,2348,514,53,115151,34593,54,98960,36595,374,13105,10057,596,115914,50722
4810,13789,64391,50037,11529,61470,53008,2617,-4852,-3162,13789,67351,52494,13789,2863,907,1041,117297,28042,1038,74539,13570,11055,19264,11742,17257,140729,44602
4811,7040,57717,49226,6167,58574,52612,1135,-5299,-3931,7040,60240,51576,7040,2431,924,449,97189,30761,441,74595,18656,5663,15469,11258,8233,109526,51867
4812,10602,55113,45922,8944,54988,48842,1635,-3799,-2976,10602,57312,47716,10602,2134,776,828,97176,33644,816,64809,12954,8341,14830,10024,12964,104570,45256
4813,750,52887,55553,748,55254,59346,26,-3763,-4223,750,56076,59852,750,3188,2540,3,39357,18971,3,18141,4175,711,9418,9695,792,50690,26798
4814,25065,56191,46766,21615,57027,50374,3819,-4406,-3234,25065,58576,48958,25065,2322,872,1556,76610,26406,1517,52279,13572,19566,15433,10719,29605,119025,49140
